Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,26,6/19/2016,6/25/2016,2160,48
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,49,11/27/2016,12/3/2016,27707,509
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,41,10/2/2016,10/8/2016,5034,98
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,13,3/20/2016,3/26/2016,4192,95
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,24,6/5/2016,6/11/2016,14605,330
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,12,3/13/2016,3/19/2016,3068,59
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,49,11/27/2016,12/3/2016,64567,1320
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,21,5/15/2016,5/21/2016,2824,59
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,9,2/21/2016,2/27/2016,38865,844
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,49,11/27/2016,12/3/2016,58249,1313
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,39,9/18/2016,9/24/2016,11041,516
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,43,10/16/2016,10/22/2016,20023,424
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,37,9/4/2016,9/10/2016,4204,93
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,52,12/18/2016,12/24/2016,72464,1677
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,22,5/22/2016,5/28/2016,283525,7368
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,6,1/31/2016,2/6/2016,1440,34
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,5,1/24/2016,1/30/2016,3317,84
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,28,7/3/2016,7/9/2016,15312,344
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,12,3/13/2016,3/19/2016,7174,196
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,15,4/3/2016,4/9/2016,86349,1667
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,50,12/4/2016,12/10/2016,19887,397
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,26,6/19/2016,6/25/2016,54315,1353
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,42,10/9/2016,10/15/2016,6900,176
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,53,12/25/2016,12/31/2016,260304,8099
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,21,5/15/2016,5/21/2016,1896,38
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,19,5/1/2016,5/7/2016,841,18
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,41,10/2/2016,10/8/2016,17868,362
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,35,8/21/2016,8/27/2016,101776,2439
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,45,10/30/2016,11/5/2016,138679,3260
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,4,1/17/2016,1/23/2016,1402,31
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,17,4/17/2016,4/23/2016,92757,2227
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,21,5/15/2016,5/21/2016,2884,63
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,26,6/19/2016,6/25/2016,1680,41
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,18,4/24/2016,4/30/2016,10442,254
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,12,3/13/2016,3/19/2016,1168,27
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,52,12/18/2016,12/24/2016,16504,382
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,42,10/9/2016,10/15/2016,12555,320
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,17,4/17/2016,4/23/2016,249466,5649
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,10,2/28/2016,3/5/2016,2306,64
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,13,3/20/2016,3/26/2016,67758,1541
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,34,8/14/2016,8/20/2016,33074,1333
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,21,5/15/2016,5/21/2016,2108,51
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,26,6/19/2016,6/25/2016,12205,292
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,27,6/26/2016,7/2/2016,1496,44
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,45,10/30/2016,11/5/2016,117189,2677
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,40,9/25/2016,10/1/2016,18675,420
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,13,3/20/2016,3/26/2016,255839,5654
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,35,8/21/2016,8/27/2016,12139,222
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,35,8/21/2016,8/27/2016,51055,1406
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,48,11/20/2016,11/26/2016,24641,480
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,8,2/14/2016,2/20/2016,3585,58
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,47,11/13/2016,11/19/2016,14470,293
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,15,4/3/2016,4/9/2016,981,22
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,41,10/2/2016,10/8/2016,20740,503
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,53,12/25/2016,12/31/2016,38513,1189
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,53,12/25/2016,12/31/2016,26749,565
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,37,9/4/2016,9/10/2016,26694,626
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,8,2/14/2016,2/20/2016,6040,105
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,9,2/21/2016,2/27/2016,1939,51
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,19,5/1/2016,5/7/2016,9253,193
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,47,11/13/2016,11/19/2016,23075,464
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,31,7/24/2016,7/30/2016,63214,1389
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,30,7/17/2016,7/23/2016,19975,410
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,49,11/27/2016,12/3/2016,29017,547
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,21,5/15/2016,5/21/2016,12583,274
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,23,5/29/2016,6/4/2016,109902,2442
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,48,11/20/2016,11/26/2016,20962,451
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,25,6/12/2016,6/18/2016,13505,696
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,28,7/3/2016,7/9/2016,52223,1357
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,35,8/21/2016,8/27/2016,10547,288
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,53,12/25/2016,12/31/2016,60185,1450
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,28,7/3/2016,7/9/2016,73844,1710
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,27,6/26/2016,7/2/2016,9539,271
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,43,10/16/2016,10/22/2016,142374,3151
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,17,4/17/2016,4/23/2016,47803,1125
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,22,5/22/2016,5/28/2016,1127,23
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,40,9/25/2016,10/1/2016,16208,357
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,21,5/15/2016,5/21/2016,125264,2475
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,41,10/2/2016,10/8/2016,10338,214
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,51,12/11/2016,12/17/2016,25695,499
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,38,9/11/2016,9/17/2016,3701,67
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,4,1/17/2016,1/23/2016,2279,52
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,22,5/22/2016,5/28/2016,60085,1462
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,32,7/31/2016,8/6/2016,12190,570
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,31,7/24/2016,7/30/2016,5580,99
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,41,10/2/2016,10/8/2016,108331,2452
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,7,2/7/2016,2/13/2016,3762,68
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,41,10/2/2016,10/8/2016,15599,353
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,44,10/23/2016,10/29/2016,118940,2539
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,24,6/5/2016,6/11/2016,1880,41
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,23,5/29/2016,6/4/2016,30760,774
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,20,5/8/2016,5/14/2016,2029,54
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,34,8/14/2016,8/20/2016,16616,390
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,48,11/20/2016,11/26/2016,26353,511
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,9,2/21/2016,2/27/2016,51711,1102
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,35,8/21/2016,8/27/2016,3554,75
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,43,10/16/2016,10/22/2016,313175,8289
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,34,8/14/2016,8/20/2016,31867,729
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,34,8/14/2016,8/20/2016,108438,2338
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,50,12/4/2016,12/10/2016,176712,3433
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,26,6/19/2016,6/25/2016,15496,786
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,27,6/26/2016,7/2/2016,236804,5707
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,39,9/18/2016,9/24/2016,128398,3115
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,51,12/11/2016,12/17/2016,21146,422
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,31,7/24/2016,7/30/2016,64538,1355
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,16,4/10/2016,4/16/2016,1284,26
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,12,3/13/2016,3/19/2016,3272,71
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,12,3/13/2016,3/19/2016,2427,44
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,15,4/3/2016,4/9/2016,2547,44
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,53,12/25/2016,12/31/2016,18046,481
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,46,11/6/2016,11/12/2016,59611,2269
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,2,1/3/2016,1/9/2016,6,1
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,21,5/15/2016,5/21/2016,261614,5304
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,5,1/24/2016,1/30/2016,2161,46
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,34,8/14/2016,8/20/2016,106020,2368
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,17,4/17/2016,4/23/2016,2247,41
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,51,12/11/2016,12/17/2016,34465,648
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,46,11/6/2016,11/12/2016,75869,1693
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,26,6/19/2016,6/25/2016,255982,5659
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,4,1/17/2016,1/23/2016,55382,1477
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,49,11/27/2016,12/3/2016,22733,495
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,24,6/5/2016,6/11/2016,13038,276
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,51,12/11/2016,12/17/2016,30744,577
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,46,11/6/2016,11/12/2016,22391,398
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,38,9/11/2016,9/17/2016,13487,315
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,51,12/11/2016,12/17/2016,12686,439
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,33,8/7/2016,8/13/2016,57857,1329
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,40,9/25/2016,10/1/2016,115596,2463
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,10,2/28/2016,3/5/2016,81707,1725
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,7,2/7/2016,2/13/2016,17908,357
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,40,9/25/2016,10/1/2016,17757,412
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,36,8/28/2016,9/3/2016,11451,300
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,3,1/10/2016,1/16/2016,1957,55
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,4,1/17/2016,1/23/2016,63279,1697
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,35,8/21/2016,8/27/2016,15850,388
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,25,6/12/2016,6/18/2016,12143,281
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,48,11/20/2016,11/26/2016,48918,1293
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,43,10/16/2016,10/22/2016,7066,150
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,30,7/17/2016,7/23/2016,306439,7522
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,18,4/24/2016,4/30/2016,20920,491
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,19,5/1/2016,5/7/2016,72992,1477
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,2,1/3/2016,1/9/2016,1139,24
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,28,7/3/2016,7/9/2016,15382,364
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,13,3/20/2016,3/26/2016,810,22
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,38,9/11/2016,9/17/2016,84691,1861
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,49,11/27/2016,12/3/2016,222812,4794
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,27,6/26/2016,7/2/2016,1313,39
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,16,4/10/2016,4/16/2016,80561,1669
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,36,8/28/2016,9/3/2016,13586,314
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,37,9/4/2016,9/10/2016,1916,46
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,10,2/28/2016,3/5/2016,267287,5962
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,24,6/5/2016,6/11/2016,3068,77
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,32,7/31/2016,8/6/2016,295695,7624
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,39,9/18/2016,9/24/2016,3596,70
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,47,11/13/2016,11/19/2016,58133,1332
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,6,1/31/2016,2/6/2016,3153,63
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,32,7/31/2016,8/6/2016,18120,395
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,20,5/8/2016,5/14/2016,12708,318
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,10,2/28/2016,3/5/2016,313025,7755
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,46,11/6/2016,11/12/2016,7199,140
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,8,2/14/2016,2/20/2016,1196,29
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,19,5/1/2016,5/7/2016,8734,207
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,22,5/22/2016,5/28/2016,21212,489
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,2,1/3/2016,1/9/2016,3067,70
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,40,9/25/2016,10/1/2016,3455,73
